review_body,review_date,rating
"This Hyatt was not up to Hyatt standards. I had stayed here three years ago and was very pleased. Balcony doors no longer open (which is one of the reasons I chose to stay here again), carpet was stained, trash under the bed and the bathroom door was dirty. The second day I finally wiped the door down myself. In four days, with three people in the room we only received one water glass and since I accidently booked it for two people (although at check-in there were three of us and we were given three keys) so we only had towels for two. After our room had been serviced the second day I went to the front desk to mention no glasses and shortage of towels and she didn't want to be bothered, although we did receive more towels. She mentioned something about ""being green"". Well, I'm not sure three people sharing one glass for four days is my thought of ""being green"". I originally booked it for five nights and had to change it to four nights which caused the rate to go up?? I doubt I would stay here again and would probably opt for the Westin at Union Square.",26-Jun-09,2
"Love the location of this hotel. Throughly enjoyed are stay at the hotel. Ate at the ""Grandview ""breakfast and dinner were very expensive. The best view is in the Lounge not the restaurant. Price wise try the other restaurants on the area.Would definitely stay here again.",24-Jun-09,5
I have to admit that the location and view was perfect. But the overall experience was not. We made two reservations with them. One for a friday and saturday check-in but found out that we could make it over on thursday so we called to extend our stay or to get an earlier stay. Not only did they price us double the price we orginally got but also did understand the connection of having already booked a room for the next two nights. So instead I called priceline and booked a room for a much lower price. I have to admit I rather deal with priceline than direct service with Hyatt. Which says alot about Hyatt's overall customer service. But the bummer or reason for this low review is that after we left on Sunday they charged two charges on a debt card that was only used for the bar. This debt card was not used to hold the rooms nor were they given to the front desk. We called to ask about the charges and they say they could not help us. Only the accounting department could help. We asked them how was it possible not to be able to tell us what the charges were for. The lady on the line say its because they we a high end hotel therefore other departments took care of such things. Told us the accounting department will call us. They did not after two days! Only to reverse the charges 3 days later without a call or notice. I think this has to be the worst customer service I ever recieved from a hotel Econolodge even has better service. They charge for everything! No free internet/no free business center/ 45 dollars per day for parking. For 150 dollars a night you would think at least the internet was free.,23-Jun-09,1
"We found the hotel a great base for exploring San Francisco. The location is perfectly located, overlooking Union Square with great shopping and eating within a short distance. The rooms are smallish but comfortable and clean. The gym which my son and myself used every day is well equipped and well stocked with towels earphones etc. The only things I didnt like was the overpriced internet access and in-hotel restaurant. When will hotels like this learn that if they price their restaurants to compete with local establishments you will eat in their hotel and give them money. They just dont seem to get it. Internet in this day should be free not a reason to rip people off. A tip: The Cheesecake factory is a great well priced but very, very popular restaurant located on the top floor of Macy's just across Union Square. They dont take bookings and waiting time can be an hour plus. If you talk to the concierge they can actually make a booking for you that gives you a priority. We used it twice and only had to wait 5-10 mins both times. Great food",19-Jun-09,4
"Excellent location in downtown SF, overlooking Union Square. The lobby had a modern feel to it and the rooms was large and comfortable. The view from my room (on the 22nd floor) was stunning. The service (especially the concierge) was great. All of this was for a price of about $125 a night, which was very low given the location (at least one other hotel in the area was asking for twice that).",14-Jun-09,5
"This hotel has a great lobby and is in an unbelievable location. The rooms are a bit dated for such a grand hotel, no flat screens, dated bathroom etc but it is a 3.5 star hotel for sure.The location is great as it is right on Union Square and walking distance to china town and the trolleys, I talked to the wharf and it was not difficult.The 36th floor bar has awesome views that really blow your mind, drinks are pricey as one would expect.",10-Jun-09,4
This is one of the best hotels to stay during the Oracle Open World. Walking distance from the Muscone Center and has lots of shopping & dining options near it.,7-Jun-09,5
Great room with friendly staff. Posh roomy room. AND I got it for $65 a night!,6-Jun-09,5
"Brilliant location, litereally on Union Square (borders it). The underground station and tram lines were about 2 mins away (2-3 blocks). The famous cable car was also 1 block away.The hotel itself was clean, good room, clean. Staff were friendly and helpful. We did not use the hotel bar or restaurant but did visit the main one, which is on the 36th (top) floor which had great views of the city.",6-Jun-09,4
"We checked out of the Grand Hyatt yesterday and couldn't have been more pleased with our stay. The staff were all very friendly and helpful. We were traveling with children and asked the concierge for a kid friendly Italian restaurant. She recommended Uncle Vito's which was unbelievably inexpensive and wonderful, only two blocks away and was the best meal of the trip. Our room was on the 22nd floor overlooking Union Square - and of course the bay views behind the city. The linens were excellent and of typical Hyatt quality. Our bathroom was marble and my only complaint was that the tub was small but that's to be expected of a hotel this age. The amenities were excellent.The views from the 36th floor lounge and restaurant were 360 degrees and incomparable! I would definitely recommend this hotel, especially since we got it on Priceline for $80, what a bargain!",4-Jun-09,5
"Stayed at the Grand Hyatt for 3 nights during the middle of May. Nice lobby, clean rooms, comfortable beds, big bathroom with a good shower. The AC/heat was individually controlled with a digital thermostat and worked well. Our room was very quiet, was cleaned daily and restocked with towels while we were out during the day. The hotel is right in Union Square with easy access to mass transit and lots of shopping and places to eat nearby. No complaints!",1-Jun-09,5
"This hotel is in a superb location in San Francisco. One to two blocks from Saks Fifth Avenue, Neiman-Marcus, Macy's and many more designer stores. A couple more blocks away is Bloomingdale's and Nordstrom (Westfield Shopping Centre). BART station (Powell) is also in walking distance, as this was my mode of transportation from SFO. Room was on 16th floor and was very clean and comfortable. Large Bathroom. A this might not be a big deal, but I like a hotel that provides an in-room coffeemaker, which this Hyatt provided! Lobby personnel were very friendly too!",30-May-09,4
"We stayed in the Gran Hyatt for four nights last week. Upon arriving at the hotel, I was not pleased with the check-in service. We had to wait 15 minutes to be waited on, then we were told to hold on a minute while the clerk answered the phone. They need a few more clerks for the crowd. Although clean and simple the lobby is pretty boring. There isn't anything but the check-in desk and the elevators. One upstairs, we were very pleased with our room. the room and the bathroom were spacious, comfortable and clean. The best part was the view. We were on the 25th floor and had an amazing view of the bay, Coit tower and Alcatrez. Couldn't have asked for a better room. The bar and restaurant on the top floor offered an amazing view. We had a drink, but couldn't afford anything to eat ;-) There is not free internet in the rooms, or in the business center. It is $5 for 15 mins. The hotel was in an amazing location, right in the middle of Union Square, shopping mecca! Any name brand department store and designer you are looking for is right around the corner.",29-May-09,4
"As my first time in a Grand Hyatt hotel I was expecting something more luxury. The rooms are ok with a good and big bed but that's all. What makes this hotel a good option in San Francisco is its location, close to Union Square and its stores and restaurants.",28-May-09,4
"We booked one night at the Hyatt and were quoted a rate of $167 just from walking in off the street - this was much cheaper than other hotels in the area.Room was huge, with brilliant views of Union Square. I'm sure that any room from a reasonable floor upwards would have good views regardless of which way it's facing.The restaurant and bar on the 36th floor had great views of the city - worth going there even for just a drink in the bar - and they are children-friendly.",26-May-09,5
"Three of us stayed at the Grand Hyatt near Union Square in San Francisco on Memorial Day. I reserved the room through Priceline on a name your own price offer. We couldn't have been happier.The check-in process was very easy. We arrived at 11 am and the front desk attendant was happy to check us in early and accomodated my request for 2 double beds. The rooms were very nice. Not the most modern rooms, but clean and inviting and our 17th floor room had a great view. The rooms do have some minor wear and tear, but that is to be expected. The bathroom was great, and the beds were fantastic.The best part to me was the great location. We were one block from the cable car line and 3 blocks from the Powell Street BART line. We flew in and out of Oakland, so the BART was a great way for us to get to and from the hotel. The Pier's are only a 15 minute cable car ride away.The concierge desk was especially helpful. We utilized them twice. On the second occasion, my wife wanted a very specific desert, and the concierge went above and beyond to find us what we were looking for.The parking is pricey, so we turned in our rental car (we had spent part of the weekend in Sacramento) and used the public transit. I would not recommend a rental car if staying at this hotel. You can buy 1 day, 3 day, and weekl long passes for the public transit and you can get everywhere you need to go.For some tourists looking for a place to sleep and shower, this hotel was perfect. It was great.",26-May-09,5
"Hotel was clean, in a good location (can walk to chinatown and union square). Cabs to the waterfront are probably needed(lots of hills). Its a few blocks to the convention center but walkable. The hotel bar on the top floor is great (but pricey) but one of the best views of the city.",23-May-09,5
"I last stayed at this hotel in 2004 and at the time remembered being impressed by the location. Well the location has not changed but apparently neither has anything else in the hotel. While the hotel was clean, overall it has a worn appearance and is in need of renovation. As one reviewer noted this is more like a three star hotel than five star. The carpets are worn as are the rooms, I expected a little more from a Hyatt. The fact that they wanted to charge an outrageous sum for wifi access did not help. Will probably go elsewhere next time.",23-May-09,3
"We booked two rooms through priceline.com and got a good rate under a hundred dollars. When the other guest was not able to arrive until two days into the reservation i spoke with a Hyatt representative to make sure his room would not be canceled, understanding that we would still be paying for the unused nights. Again upon checking in i confirmed that the second room was still being held for his late arrival.Sure enough, when he arrived he was informed that his room had been canceled. The staff acknowledged that there was a note on the reservation saying to make sure it was not canceled, but nonetheless said there was nothing they could do. The front desk staff was rude and not at all helpful. It was embarrassing for me, and certainly for the hotel.This is a mediocre hotel, not a dump certainly, but there are many more comfortable hotels in the same part of town which are cheaper, and will undoubtedly treat you better.Needless to say, we will never stay in this hotel again, not in a city liek San Francisco with so many more civilized options.",20-May-09,1
"The hotel itself is just average. Nothing special to mention. We got our room on Priceline.com, so we really didn't have any major complaints. It was a deeply discounted rate. It was clean, but I would not rate it a 4 star. It's more of a 3 star hotel with 5 star location. The staff was friendly and helpful. Our biggest concern was parking. If you are on a budget, they charge $50 plus tax for parking. This I have to say is the biggest rip off, especially when you can park just across the street at the Sutter/Stockton parking structure for much less, depending on when you enter and when you leave. Keep in mind that there's no in/out privileges. Our first night's parking was $17 and second night's was $15. Big difference versus $50 a night. Save your money and park your car yourself. If you want in/out privileges, there's another structure on Sutter for $35 for a 24 hour period. If you are not looking for the little extras, you will find this hotel to be good.",14-May-09,3
"The hotel was typically upmarket chain. Efficient service but not over friendly, comfortable but not luxury. However the location was brilliant, right in the heart of the city on Union Sq and its well worth a recomendation for that. Not a million miles from the Powel St Bart station so no need to get an airport taxi if you are travelling light",5-May-09,3
"Check in was easy, very helpful front desk. Nice, clean rooms with beautiful views of the city. Good size and nice bathroom with all the essentials. Check out was easy via telephone. I'm looking forward to staying here, again.",20-Apr-09,5
"First of all, be aware that this hotel does not have parking. In fact, you have two choices: valet ($45/night) or public parking ($35/night). I wish I had known this before booking. With that said, the hotel itself was very clean, amenities felt new, and the staff was superb! From the moment we arrived, the staff was super helpful and cordial from the bell man to the restaurant staff. We had dinner at the Grandview Restaurant on the 36th floor, and felt pampered by the service (even though we had a very messy 10-month-old with us). The next morning, they let me stop by their buffet and pick up some pastries to bring up to the my room (for a very reasonable price). The staff even went out of their way to help me with my baby and stroller.The location was excellent... just a block away from Macy's and in the center of Union Square. I'm glad the hotel was kid-friendly after all. Downside - Wifi was $9.99, and of course lack of parking. Overall, I felt like everything was clean in the room, had a decent view (and we were only on the 5th floor), and didn't have any problems.",13-Apr-09,4
"We were a little worried after reading some of the reviews. So here is the truth from an unbiased couple. The location is awesome. The rooms are fine. They are nice and not ""outdated"" or anything else, although we did not see them as worthy of a $200 price tag, if you pay the regular price. Our $89 Priceline rate seemed like a really good deal. The staff was wonderful and very accomodating. Everything was great... except the clicking! Wow, if you are a light sleeper, it will drive you nuts. The staff said it happens when the wind blows and is worse the higher you go. Something about the hotel moving and earthquake safety. It sure was loud though. So we gave up our view on the 10th floor and moved to the 4th. It was much better and we were not in the room much anyway. If you want the view, head to the restaurant.",4-Apr-09,3
"My mom and I booked the Grand Hyatt because it was centrally located in Union Square. We had awesome help from the conceige before we arrived (transportation to/from SFO, around the city, etc) Check-in was a breeze once we got there. Our room over looked Union Square on the 31st floor. We caught the Culture Bus to California Academy of Sciences (GG Park) a block away and were dropped off even closer to the Grand Hyatt. I would recommend to anyone that wants a hotel in easy access to everything. Cable cars were a block away on Powell (didn't ride them in this trip, but I love them). The view from the Grandviews lounge on the 36th floor is to die for (We caught it on an afternoon where it had rained the night before and you could see the Bridges (GG and Bay), Alactraz, and Transamerica building)",23-Mar-09,5
"This hotel has attentive and welcoming staff from the moment you step off the pavement. Check-in, bell boys and concierge staff are welcoming and friendly and one of the strengths of this hotel.The other is the superb location just off the corner of Union Square. As such, the rooms (27th floor) and bar have superb views of Powell Street or of San Francisco. The bar also serves great cheese cake. Nearby you are also served with plenty of Starbucks and Walgreens.The room: I can understand criticism of them being dated or noisy with wind but they are decent rooms of good size, clean, and the noise is not that loud you become troubled by it. Concierge recommended a great Chinese restaurant ( Hunan Homes) that was a real gift of a find. There is also a great meal and good service to be found at nearby Scala's Bistro. Best breakfasts have to be at Sears...an American Institution. All of these are a short walk from the hotel.There is no doubt in my mind that the Grand Hyatt would be my first port of call for the next visit to San Francisco.",1-Mar-09,4
"I stayed with two friends of mine at the Grand Hyatt for one night. One of my friend is a part of the ""gold membership"" or something, so we stayed on a private floor and got access to the private lounge. The lounge served Starbucks coffee and provided snacks throughout the day. In the evening they provided reasonably-priced drinks and free desserts. The mood of the lounge was relaxing, and the waiter they had working there was friendly. The rooms themselves were clean and had a breathtaking view. The location was wonderful, and the night we stayed it was raining so the hotel lent us these humongous umbrellas. Overall the stay was nice, and I would stay there again.",28-Feb-09,4
"We got a great deal on this hotel on Priceline for 3 nights in mid February 2009. The location is awesome and you can walk everywhere in Union Square. When we checked in, they were extremely helpful and polite, which isn't always the case when they see you paid a lower rate for their rooms. I even asked how booked they were to see if we could have a room with a view. They happily obliged and gave us a room on the 25th floor facing Powell Street. Actually, the Starlight Room was directly across from us so it was kinda fun watching the parties over there from our window. The room was spacious, quiet, bed was comfy, staff was polite. I couldn't ask for much more than that for the great rate we got. We would definitely stay here again when in SF.",26-Feb-09,4
"We just got back from a 5 day getaway to San Francisco and we stayed at the Grand Hyatt. The location is the truly grand part of this hotel. You can't ask for a better situated hotel especially if you like to shop! The hotel itself is very dated and in need of some major work. Our room was on the 29th floor and we had a great view. The bed itself was very comfortable but the linens were worn and the towels in the bathroom were rather threadbare. The bathroom was dated and unless you ""plugged"" the bathroom sink you could smell sewer! Also it was rather windy for a few of the days and the creaking noise in our room kept us up at night and when we called to ask what was going on, since the first 2 nights were nice and quiet, we were told that the creaking was caused by the wind and the building was moving slightly and there was nothing we could do!!! Not really what you want to hear when you are on the 29th floor! The windows were filthy and had childrens hand prints all the way down the lower half! The furniture was old and grubby. Wallpaper was starting to peel off!The bar on the 36th floor provided a great view but the drinks were very expensive.The staff were helpful and the best part of the hotel.There are many other hotels in the area I would check out before ever going back to the Grand Hyatt.",18-Feb-09,3
"My wife and I chose the relative ""safety"" of the Hyatt brand for a long weekend anniversary trip to San Francisco recently. As a frequent business traveller, I've stayed at Grand Hyatts all over the country and have always been satisfied (a corner room in the amazing Grand Hyatt Seattle ranks as one of the finest hotel experiences we've ever had). Cons: Small, cramped lobby sports a1980's brass and mirror motif with ugly tile and does not make a good impression. There is no store/gift shop on site and no soda machines on the floors. You could go to the Walgreen's down the street for beverages, but your fridge is already stocked with $5.30 soft drinks. The planned 2009 room renovation cannot come soon enough for this tired, dated property. Saw pictures of two renovated rooms online but they were booked. Our small room was clean but shabby, with faded, ripped carpet along the window ruining an otherwise impressive city view. The tub/shower combo was old and grubby and the cold-war era shower head and faucet literally dribbled water. As previous reviewers have noted, the 18"" TV is as lame as the beat-up armiore that encloses it. Our walls were thin and we could hear the idiots next door with perfect clarity. On the plus side, the service was crisp, with friendly bellman and a helpful concierge. The new mattresses are excellent. There is no beating this location- right on Union Square, steps from the cable cars. I paid with points, which took some of the sting away. But we could've stayed anywhere in SF for our special occasion and this was a let down. Hyatt is wasting a golden opportunity to shine in this location.",8-Feb-09,2
"The hotel is in a great location and what you would expect from a 4 star chain hotel. Its big, its efficient and generally well run. Staff were also very friendly and helpful. A typically expensive bar - but an amazing view from the top of this building and well worth a look. Rooms were good - again, basically what you would expect from a 4 star chain hotel! Although the windows were so dirty it was hard to admire the view! Made an international call from my room; it was almost $100 for a few minutes to the UK....will not make the same mistake again!Overall, what you would expect from a Grand Hyatt. I still would recommend smaller boutique hotels in SF - better quality and better value for money.",29-Jan-09,4
"We stayed at the Grand Hyatt in San Francisco for 2 nights during our overseas trip. It is in a fantastic location adjacent to Union Square, shopping, restaurants and in close proximity to BART, Muni and cable cars.We finally arrived at the hotel at 3:30 am, exhausted after a delayed flight from Chicago. We were especially annoyed by the fact that the airline we flew with had left our luggage in Chicago. The lovely girl at check in accommodated us in the best way she could and asked for 2 hospitality kits (small bags with supplies such as toothbrushes, toothpaste, dental floss, mouthwash, razors, etc) to be sent up to our room. This was an absolute lifesaver.Our room was situated on a high floor with a beautiful view over Union Square. I must admit the room was a little dated, but it was attractive, spotlessly clean and very spacious. My only complaint would have to be the desk, which was more of a small table than a working desk. The bed was extremely comfortable and was just the thing I needed after spending most of the day in the air. The bathroom was a good size and clad with marble tiles however it would benefit from some modernisation as it seemed a little tired. The hotel gave us a good range of amenities in the bathroom as well as coffee and tea making facilities in the room.The following day after telling the concierge about the situation with our luggage, she took it upon herself to ring the airline and chase them up. She wasnâ€™t able to get through to the baggage department right away, but she reassured us she would keep trying and do the best she could. We were impressed with her courtesy and professionalism. In the meantime, she organised a city tour for us which was fantastic as were only in San Francisco for the day and were able to see most of the city.When we returned to the hotel the concierge informed us that our bags were on their way. They arrived about an hour later which was a huge relief! If it hadnâ€™t been for her we probably wouldnâ€™t have gotten them back so quickly and as we were pressed for time, would have had to leave San Francisco without them! We were very grateful for her service.Overall our experience at the Grand Hyatt was great. The service was great, the room was comfortable and the location was perfect. My only one real complaint with this property would be that room service finishes at midnight (strange for a Grand Hyatt) and this was annoying as we would have loved to order some on our first night as we were starving. Besides that, I would have no hesitation in recommending this hotel to anyone planning a visit to San Francisco.",28-Jan-09,4
"The dawn of the 21st century seems to have escaped this Hyatt. Beyond a very comfy bed, nice linens, and an iPod dock, the rooms are still living in the 70s and 80s. The lighting, vanity, and peach-colored tile in the bathroom scream 70s, and the traditional wood furniture is hopelessly outdated. As for technology, there is no real desk (just a table in the corner), no desk chair, only a couple of outlets near the ""desk,"" wifi costs $10/day, and when I'm staying at the ""Grand"" Hyatt I really don't want to be watching the same 18-year-old tv I have at home. (In fact, it was the same TV that was in a friend's room in one of the cheap old hotels on Post St.) The carpet was very unattractive and there seemed to be no consistent theme to the artwork. The room was not that much cheaper than some others I considered that I know are more up to date, and for the location and clientele, this hotel really needs to step it up.It was immaculately clean and the staff was friendly and the service good, the lobby is pretty and the 36th floor lounge was nice enough. But overall, I was extremely disappointed.",25-Jan-09,3
"The hotel has a great location just north of Union Square, with easy access to shops, a nearby Walgreens pharmacy, cable cars, Muni and BART. My 8th floor room was clean but smaller than expected and faced east at another building. Rooms facing south have a nice view of the square (with lots of sun). The lobby is not a conducive space for meeting people. Without a doubt, the highlight of this hotel is the stunning view from the rooftop lounge and restaurant. It's well worth a stop for a drink or breakfast - service was excellent. You don't have to eat there to enjoy the east-facing view.",24-Jan-09,4
"It's a Hyatt, so you know what to expect. The service is going to be good, etc. The room was a little less than what I expected. There was no desk to work at, though I made do with a table that was there. The concierge floors give you access to a lounge for breakfast and appetizers, etc. throughout the day. The gym is pretty good. Most Hyatts have huge lobbies that make for nice meeting spots. That's not the case here. The only place like that is the bar/restaurant on the top floor. It's a nice restaurant with a real nice view.",22-Jan-09,4
"My boyfriend and I stayed here Thanksgiving night. We had dinner at Michael Mina, an overpriced restaurant at Westin St. Francis. Our 15th floor room at the Grand Hyatt had a view of Union Square. We could see the holiday lights and decorations, as well as the ice skaters in the Square. The room was a little crowded because of the two double beds (error I made while booking). There was no nightstand on the outer edges of the two beds. The bathroom was fine, though I was surprised there was no shower gel provided. Instead they had toothpaste, shampoo, conditioner, bar soaps, and lotion. The fluorescent bathroom light hummed annoyingly.Another bad thing--coffeemaker in the bathroom does not come with coffee. You have to PURCHASE the coffee from the in-room Refreshment Center. Lame. There is a Starbucks across from the hotel, though.We skipped valet parking and instead left the car in the Sutter-Stockton garage, which is diagonally across from the hotel at the corner of Sutter and Stockton. Much cheaper.In the morning I appreciated the free SF Chronicle outside our door. I like it better than USA Today.We live locally, so when we can get away from work, we sometimes come to SF because it's only about 45 minutes away. If you stay in Union Square, there's always something to do. It's less arduous than going all the way to wine country or the Monterey area when you have just one day off.",7-Dec-08,4
"Every time i went out and back to the hotel, or when popping up to the gym, i had to endure long waiting times for the elevators. There are so many elevators but they always seem to be elsewhere. I stayed there for business and when i returned in the evenings after meetings, that seemed to be peak hours and there's a constant sizeable crowd waiting in the foyer.",5-Dec-08,3
"This hotel is in a great location and the staff was extremely friendly. My wife, daughter and I spent two wonderfuul nights over Thanksgiving. The Thanksgiving buffet was great and the view from our table was spectacular. I do hope the hotel gets a much needed renovation soon but I fear that in this economy, it will not.The CONDITION,not cleanliness, but CONDITION of the hotel kept me from giving 5 Dots. It is definitely clean but needs to be refurbished.",30-Nov-08,4
"This htel was impressive from the outset. We arrived in our Town Car and greeted by the doorman who took our cases, and we quickly wandered to the reception desk to check in. This was a bit of a pain, as we booked a twin room and were told by the receptionist thatdespite us booking the hotel 12 months ago, they didn't have our room available, but they did have a double for the first night, and then we could move the next day. We agreed to take the double on the basis we could keep it for the duration of our stay as I really didn't travel 11hrs across the atlantic to swap rooms after one night!!Our room overlooked nothing impressive, which was a shame, but we got all the views that we needed from the restaraunt on the top floor, the food was expensive, but not brilliant, but the views were to die for, especially as we got there in time to catch sunset!!You can't fault the location of the hotel. Smack in the heart of Union Square, all the shops and convenience stores are right on your doorstep, out throught the foyer to the end of the block, take a left and forward two blocks and there's Walmart, out of the foyer and to the right and you have Macy's, Virgin Megstore, Louis Vitton ... the list goes on. It's between $7 and $15 to Fisherman's Wharf (depending on the time of day) for Pier 39 and Alcatraz cruise boarding, and I would recommend that if you're in a rush to get somewhere in the evening you try to get a taxi a good half hour before you need to be there as they become hard to come by the later the night gets. I would recommend that you research your stay, we sayed the same time as 'Team in Training', and to say that they took over the hotel is an understatement. And they impacted on everything, including creating a 30 min wait forthe lift (even though there was 5 of them!!). That said, the room was really cozy, bed comfortable, staff were amazingly friendly and it really was everything you could ask for in a hotel. By the time our 5 days were up and it was time to get our connection to LA, I was genuinely gutted to be leaving here, it felt like a home from home.If I were to go back to San Francisco, I would 100% stay at this hotel again.",27-Nov-08,5
"Having read mixed reviews on Trip Advisor we were a bit unsure about staying at the Grand Hyatt for 5 nights in September but from the moment we arrived our worries disappeared.The hotel is in a great location just off Union Square, and stops for trams and streetcars are just a few minutes walk away. We booked a Regency Club King which was on a high floor and had excellent views of the financial district. The room was a bit smaller than expected, but the bed was extremely comfortable and the facilites were fine. Having access to the Regency Club Lounge was great. The views from there were even better than from our room - you could see the Financial District, Union Square, Coit Tower and the Bay. We enjoyed the complementary continental breakfast each morning and appetisers each evening. All soft drinks, tea and coffee were also free, only alcoholic drinks had to be paid for and given that it was a hotel, prices were reasonable. The staff in the lounge were welcoming and friendly.We thoroughly enjoyed our stay in San Francisco and did all the usual touristy things, our particular favourites were biking the bridge with Blazing Saddles (we went as far as Sausalito), visiting Alcatraz and drinking lots of excellent champagne at Domaine Chandon during our day trip to Sonoma and Napa. We also enjoyed a delicous steak dinner in classy surroundings at Alfred's Steakhouse.",19-Nov-08,4
"I stayed here for 3 nights in November, it was an OK hotel at best.The rooms were very small, mine didn't have a desk. There was no sundries store (you had to walk to a nearby Walgreens), the mini-bar was one of those that charges you instantly if you remove something, so if you want to read a bottle of vitamin water, you get charged, the TV was mediocre, the phone didn't work, and there was no wired Internet connection. Internet services is $9.95 a night (via tMobile). Room service menu is very very limited.The best thing about the hotel is the location in the heart of union square, about 5 blocks from Moscone. The sky bar is pretty nice as well, but next time I'll stay at the Hilton.",13-Nov-08,3
"Stayed at the Hyatt near Union Square last weekend and it was not a stellar experience, but there was no real hang ups either. The room I got was right across from the vending machines, so the noise was a factor, and my room was quite small. It seemed more like a european size to me. However the room was well appointed, and besides the tiny black and white TV in the bathroom, the room was fine. It does seem a bit dated with no flat screens and a b&w!The bed was fantastic and the bar on the top floor was great with wonderful city views. One thing that did seem excessive was the valet parking fee, which was over $60 but I guess that is the price you pay for staying in Union Square.",10-Nov-08,4
"My stay here was nothing short of perfect. I was here for a business trip, and the company sprang for a corner room on one of the upper floors, giving me a gorgeous view of Union Square and the rest of San Francisco. The bed was the perfect blend of firm mattress and soft sheets, the bathroom was huge, and I got a copy of the San Francisco Chronicle every morning. The staff here is amazing...everyone always has a smile on, and there's always at least five people waiting to help you with your bags, opening the door, or getting you transportation. This place even has a gym, so I didn't have to hike to the nearest 24-hour Fitness on Montgomery. Only thing was that the internet was $10 a day, but I found that having to pay for internet is the norm among SF hotels. If I could afford this place, I'd definitely stay here when I'm in town for fun.",30-Oct-08,5
"we spent 5 nights in this hotel and were very disappointed. With all the hype of the reception lobby we expected more in our room. The furniture was very dated and worn, the shower curtain had mould half way up and the windows were so dirty that you could hardly see out of them. As this was our first trip to the US we were really looking forward to 1st class treatment but as tourists we felt as though we were lower class. The restaurant was nothing special and very expensive. There was a folder in our room with examples of the menu but when we went for a meal nothing that was in the folder was on offer. We left our video camera for about 1/2 hour while we went shopping and when we came back someone had wiped it but the hotel is believing staff rather than us.",14-Oct-08,2
"This was my first visit to San Francisco - Both Hyatt's Union Square and Fisherman's Wharf hotels had been recommended to us. We chose the Grand Hyatt on Union Square.The welcome at the hotel was very friendly and extremely informative. The lady on reception (apologies for not remembering her name) was very helpful with informing us with what was on in the city during our stay.The hotel room was basic but very clean and comfortable. It was noticeably catered for the business traveller.The location of the hotel is perfect for those who like to be in the middle of everything and like to shop and eat out. It is also ideally located for getting around the city as the trams system junction is 2 mins walk through the Square. You can get a tram to anywhere throughout the city from here. There is also a rail link to the airport minutes walk from the hotel. It takes on average 20 - 30 mins to walk from the Grand Hyatt down to Fisherman's Wharf, we did this every evening, which did make us think that we had made the wrong choice in hotel. However, the Hyatt at the wharf is only 3 stories high, so you are likely to be kept awake with noise from the street (if you are light sleeper like me) There is lots to see and do down at the Wharf - We also ""biked the bridge"" this was definitely the best part of our stay in San Francisco, the cycle up to Tiburon via Sausalito was great!.. both places are great places to stop for a great meal and a refreshing drink enjoying the scenery across the bay to the city. I highly recommend doing this on your visit.Alcatraz was a great as expected, very cold tho, even mid summer, so wrap up warm.Our stay in San Francisco was short but adequate. 4 days was enough to see everything we wanted to see and do.",9-Oct-08,4
"Stayed here for a 49rs game. Room was clean but like some other reviews hot water was luke warm at best, room also a bit noisy from weekend functions being held at plaza in the rear of hotel . I was on the 4th floor overlooking the bay and view was magnificant. Atrium was not very attractive just plane and dark. Everything here is very expensive, parking, food, drinks. Hyatt prices. Anyway good location, trolley station and public transportation within feet of hotel. Chinatown and fisherman warf a good 15-20 min walk. I paid $200 a night group rate.",8-Oct-08,3
"Stayed at the Grand Hyatt on Union Square with my sister for a fabulous weekend 9/25/08-9/29/08. It is conveniently located close to Union Square shopping, the Mason St cable cars and the streetcars on Market down to the wharf. The hotel was very nice. The accomodations were clean and comfortable. There was individual air/heat control in the room-not one of those awful noisy wall units. The concierges were amazing. They knew the best ways to get around. They recommended a wonderful Hop-on/Hop-off tour of the city with the tickets good for two days at a very reasonable price. They recommended a fabulous little Italian restaurant ""Fino"" about 2 blocks walk away and made the reservations for us. They had an appropriate solution to any question or challenge we presented them. They went above and beyond the call of duty in all things. The staff in the breakfast area were very accomodating also and made sure our needs were met in a timely manner. Housekeeping was superb-when asked to bring an extra towel, they were there within 10 minutes. I would certainly stay in this wonderful hotel with this fabulous staff again. As a matter of fact, I am trying to talk my husband into a trip there next year. The beds are comfortable with down comforters and plenty of pillows for all tastes.We were hesitant based on some of the previous reviews. Once we realized that some of these reviews were 3 to 4 years old and when we saw the hotel and the quality of the service, we were sure we made the right choice.",5-Oct-08,5
"Both my husband and I are hyatt platinum gold passport customers...1) check in - we had requested king room were given to small doubles (on honeymoon) - then moved to a higher floor with two small doubles...3rd time lucky moved to a king room.Which was gloomy, the bathrooms are awful the showers barely warm and drip water - no force.Sound proofing terrible.rooms in need of modernisation and the tvs are very 80's.2) Expensive - how at these prices internet access and PC is not free is ridiculous - any business service very expensive unreasonably so.3) Breakfast - buffet not worth it they serve concentrated juices and not fresh and only 3 hot items - two meat and eggs so if your a veggie you only get continental.Better value at the diners across the road.4) Location is great, views from 36th floor nice go for a drink in the bar around sunset.5) stay in one of the very many other choices you can have in this area.I will not be coming back - we stayed 10 days and its only the staff that made it a pleasure.",3-Oct-08,1
